query_seq,closest_neighbor,min_dist,neighborhood_mean,neighborhood_median
G900089525,['G900089545'],0.03883880000000001,0.1717546,0.17188494999999998
G900089545,['G900089575'],0.029517900000000003,0.1711125,0.1777774
G900089555,['G900089575'],0.0403101,0.17322623,0.17878245
G900089565,['G900089575'],0.0450347,0.17545794,0.1834662
G900089575,['G900089545'],0.029517900000000003,0.16899127,0.1758136
G900090055,['G001856845'],0.0160531,0.20226301,0.22482049999999998
G900090125,['G000424965'],0.133864,0.1690874,0.172667
G900091655,['G000433935'],0.0097316,0.16967316,0.20044800000000002
G900091675,['G000379665'],0.018992500000000002,0.23789195,0.263022
G900092135,['G900101785'],0.21089699999999997,0.225015,0.23010999999999998
G900092645,['G000379525'],0.243761,0.27757539999999997,0.27950149999999996
G900093605,['G000688235'],0.178173,0.2776084,0.295981
G900093775,['G000011645'],0.156619,0.211513,0.219531
G900094635,['G000217635'],0.243761,0.2610959,0.263022
G900094705,['G900129465'],0.243761,0.2841672,0.295981
G900094785,['G000970735'],0.031989699999999996,0.20566906999999998,0.22050349999999996
G900094975,['G001591825'],0.219531,0.2784483,0.295981
G900094985,['G000986655'],0.0120757,0.11267347,0.08984635
G900095015,['G000160575'],0.203604,0.2294389,0.23010999999999998
G900095135,['G900107785'],0.0286795,0.18898094,0.243761
G900095305,['G001466305'],0.243761,0.2610959,0.263022
G900095615,['G000511955'],0.243761,0.2808713,0.295981
G900095795,['G000953535'],0.197292,0.24465409999999999,0.263022
G900095815,['G000145295'],0.140258,0.23597459999999998,0.263022
G900095865,"['G001404335', 'G900155395']",0.18676099999999998,0.2028877,0.203604
G900096565,"['G000321205', 'G001261735']",0.263022,0.2893892,0.295981
G900096905,['G001310395'],0.219531,0.2476773,0.243761
G900096925,['G000414195'],0.017593900000000003,0.23123638999999999,0.263022
G900096935,"['G000185045', 'G001047095', 'G001047115', 'G001047135', 'G001438695', 'G900108455']",0.243761,0.25476129999999997,0.243761
G900096945,['G000155875'],0.243761,0.2610959,0.263022
G900097105,['G001683795'],0.000557238,0.21454122379999999,0.23010999999999998
G900099605,['G000311725'],0.263022,0.2926851,0.295981
G900099655,['G001465835'],0.203604,0.24751379999999998,0.263022
G900099695,['G000236665'],0.197292,0.23309749999999999,0.243761
G900099715,['G000621765'],0.263022,0.2926851,0.295981
G900099745,"['G000429685', 'G000621445', 'G001310615', 'G001856825']",0.263022,0.2827974,0.295981
G900099815,['G000378765'],0.23010999999999998,0.2775801,0.295981
G900099935,['G001548075'],0.21089699999999997,0.2260729,0.23010999999999998
G900100005,['G000526275'],0.17440799999999998,0.19641619999999999,0.197292
G900100065,"['G000878905', 'G001274715']",4.769060000000001e-05,0.08747497709,0.010440999999999999
G900100125,"['G000187465', 'G000188055', 'G000213825', 'G000301055', 'G000380005', 'G000463355', 'G001543285', 'G001552295']",0.243761,0.2476132,0.243761
G900100155,['G000378025'],0.0702918,0.18665628,0.2072505
G900100165,['G000695795'],0.154223,0.221219,0.23010999999999998
G900100185,"['G000009845', 'G000012225', 'G000018785', 'G000021325', 'G000026105', 'G000153745', 'G000154465', 'G000156535', 'G000159035', 'G000160875', 'G000161975', 'G000164695', 'G000174195', 'G000195995', 'G000196035', 'G000213805', 'G000265465', 'G000283315', 'G000285495', 'G000291295', 'G000304355', 'G000306965', 'G000307855', 'G000313345', 'G000330705', 'G000333295', 'G000337195', 'G000341395', 'G000349845', 'G000355675', 'G000364625', 'G000375425', 'G000377505', 'G000377985', 'G000378425', 'G000380045', 'G000383975', 'G000411375', 'G000420545', 'G000422465', 'G000425625', 'G000426085', 'G000426545', 'G000429825', 'G000433735', 'G000436915', 'G000438295', 'G000473245', 'G000495255', 'G000510645', 'G000518805', 'G000526235', 'G000567965', 'G000619785', 'G000620045', 'G000620885', 'G000620905', 'G000621705', 'G000632715', 'G000686865', 'G000687735', 'G000691865', 'G000698145', 'G000723525', 'G000733935', 'G000746525', 'G000756715', 'G000770635', 'G000772915', 'G000772965', 'G000798955', 'G000953195', 'G000972995', 'G000973005', 'G000987765', 'G001017125', 'G001029285', 'G001274945', 'G001305655', 'G001311035', 'G001311885', 'G001315965', 'G001412365', 'G001421785', 'G001437405', 'G001463995', 'G001512385', 'G001512695', 'G001541925', 'G001564695', 'G001564995', 'G001571405', 'G001577555', 'G001578185', 'G001587505', 'G001598215', 'G001610955', 'G001618685', 'G001673105', 'G001683555', 'G001708485', 'G001726015', 'G001784175', 'G001796915', 'G001797075', 'G001797095', 'G001804155', 'G001804315', 'G001896715', 'G001897035', 'G001907975', 'G001940805', 'G002003465', 'G900079125', 'G900096905', 'G900102125', 'G900102835', 'G900102965', 'G900103825', 'G900111405', 'G900114715', 'G900115015', 'G900115625']",0.295981,0.295981,0.295981
G900100245,"['G000153885', 'G000403275', 'G000424145', 'G000431695', 'G000702685']",0.263022,0.27950149999999996,0.27950149999999996
G900100295,['G001685435'],0.243761,0.27757539999999997,0.27950149999999996
G900100345,['G000612225'],0.0914855,0.24596205,0.263022
G900100375,['G001761465'],0.243761,0.2610959,0.263022
G900100385,['G000739575'],0.203604,0.2408673,0.243761
G900100435,['G900129215'],0.19173099999999998,0.21097539999999998,0.21089699999999997
G900100455,['G900101965'],0.19173099999999998,0.2198166,0.22482049999999998
G900100485,['G900107335'],0.0240597,0.20830406999999998,0.197292
G900100605,['G001417755'],0.18226900000000001,0.198239,0.20044800000000002
G900100635,['G900104295'],0.0162193,0.19972293,0.219531
G900100655,"['G000015585', 'G000210055', 'G000474945', 'G000743715', 'G001014615', 'G001403735', 'G001422445', 'G001429505', 'G001652565']",0.243761,0.2456871,0.243761
G900100685,['G900108895'],2.3827399999999998e-05,0.09852771274,0.09178975
G900100705,['G900111825'],0.111073,0.1825193,0.19173099999999998
G900100715,['G000504205'],0.132399,0.26590189999999997,0.295981
G900100765,"['G000012845', 'G000426825', 'G000972495', 'G001078055', 'G900103285']",0.263022,0.27950149999999996,0.27950149999999996
G900100835,['G000702005'],0.0744324,0.20026644,0.22482049999999998
G900100875,['G000337095'],0.156619,0.1953594,0.20044800000000002
G900100945,['G000333295'],0.18226900000000001,0.236618,0.243761
G900101015,"['G000701645', 'G900107835']",0.263022,0.2893892,0.295981
G900101065,['G000425845'],0.14382999999999999,0.25145239999999996,0.263022
G900101295,['G900112885'],0.051920299999999996,0.20268233,0.243761
G900101335,['G000017305'],0.197292,0.21153149999999998,0.21089699999999997
G900101345,"['G000327045', 'G000373985']",0.243761,0.2591698,0.263022
G900101375,['G900114655'],0.000215742,0.2283124637,0.295981
G900101395,['G000374125'],0.21089699999999997,0.2808808,0.295981
G900101435,['G900111825'],0.17440799999999998,0.19732339999999998,0.20044800000000002
G900101495,['G000016985'],0.263022,0.2926851,0.295981
G900101525,"['G000612665', 'G900115825']",0.263022,0.2893892,0.295981
G900101595,"['G000612225', 'G900100345']",0.243761,0.26246569999999997,0.263022
G900101605,['G000686965'],0.0631684,0.13625289999999998,0.13782994999999998
G900101645,"['G000009985', 'G000019225', 'G000023065', 'G000023865', 'G000024385', 'G000024785', 'G000055945', 'G000069785', 'G000073005', 'G000154525', 'G000158935', 'G000185365', 'G000200715', 'G000203835', 'G000213255', 'G000213935', 'G000214785', 'G000231305', 'G000307875', 'G000315055', 'G000331715', 'G000331735', 'G000335715', 'G000341065', 'G000341105', 'G000341125', 'G000341185', 'G000364165', 'G000377505', 'G000378725', 'G000384175', 'G000398345', 'G000420045', 'G000420505', 'G000422805', 'G000425185', 'G000426545', 'G000426625', 'G000427785', 'G000430645', 'G000431995', 'G000433115', 'G000435555', 'G000444875', 'G000463345', 'G000509405', 'G000517085', 'G000517425', 'G000521465', 'G000583675', 'G000686725', 'G000695235', 'G000696095', 'G000701545', 'G000702025', 'G000702545', 'G000711715', 'G000718015', 'G000721275', 'G000729985', 'G000741705', 'G000744705', 'G000745725', 'G000775575', 'G000784965', 'G000826685', 'G000829555', 'G000949475', 'G000950575', 'G000971975', 'G000993445', 'G000993595', 'G001005085', 'G001021935', 'G001049335', 'G001077885', 'G001183545', 'G001262075', 'G001279585', 'G001279725', 'G001298575', 'G001299475', 'G001302865', 'G001303875', 'G001308005', 'G001375675', 'G001426665', 'G001427145', 'G001428645', 'G001437435', 'G001438045', 'G001438125', 'G001438235', 'G001439135', 'G001467765', 'G001477055', 'G001511815', 'G001591605', 'G001610875', 'G001637495', 'G001648675', 'G001653075', 'G001654495', 'G001660045', 'G001672295', 'G001707835', 'G001750685', 'G001801665', 'G001818365', 'G001818395', 'G001873185', 'G001898405', 'G001899155', 'G001915895', 'G001916695', 'G001939945', 'G001975945', 'G900079125', 'G900089455', 'G900110485']",0.295981,0.295981,0.295981
G900101785,"['G000519005', 'G000720335', 'G001424755']",0.203604,0.2130261,0.215214
G900101815,"['G000424985', 'G001418105']",0.263022,0.2893892,0.295981
G900101825,['G000426365'],0.178173,0.19121549999999998,0.1945115
G900101835,"['G000163895', 'G000174415', 'G000188035', 'G000230915', 'G000235445', 'G000374325', 'G000376985', 'G000378725', 'G000463505', 'G000488855', 'G000492175', 'G000758905', 'G000829455', 'G001189495', 'G001407835', 'G001476815', 'G001693775', 'G900120375']",0.263022,0.263022,0.263022
G900101875,['G900110415'],0.197292,0.2412527,0.243761
G900101965,['G900100455'],0.19173099999999998,0.2285588,0.23010999999999998
G900102025,['G001183565'],0.0140996,0.19633223,0.263022
G900102055,"['G000260115', 'G000686885', 'G000828715']",0.243761,0.25724369999999996,0.263022
G900102085,"['G001908275', 'G900107875']",0.197292,0.2237056,0.23010999999999998
G900102125,['G000686865'],0.00564181,0.224686281,0.263022
G900102185,['G000800015'],0.100152,0.2654572,0.295981
G900102205,['G000701965'],0.0239829,0.10951348,0.09443030000000001
G900102215,['G000746875'],0.23010999999999998,0.2619141,0.2533915
G900102385,"['G000702225', 'G000702285']",0.0292355,0.21626469999999998,0.263022
G900102435,['G000169155'],0.0816138,0.27454428,0.295981
G900102515,['G000420945'],0.170926,0.19611479999999998,0.1976675
G900102545,['G000024005'],0.170926,0.229422,0.2369355
G900102615,"['G000255135', 'G000789395']",0.23010999999999998,0.26303139999999997,0.263022
G900102685,['G900156615'],0.23010999999999998,0.2841719,0.295981
G900102795,['G000511385'],0.23010999999999998,0.25587859999999996,0.263022
G900102835,"['G000686625', 'G002000245']",0.263022,0.2893892,0.295981
G900102855,"['G000155635', 'G000745855', 'G000801295']",0.263022,0.2860933,0.295981
G900102905,['G000153725'],0.19173099999999998,0.2094808,0.21089699999999997
G900102915,['G000424665'],0.23010999999999998,0.25395249999999997,0.263022
G900102965,['G000758725'],0.219531,0.24960339999999998,0.2533915
G900103005,"['G000015045', 'G000024905', 'G000024985', 'G000154205', 'G000160635', 'G000162895', 'G000170875', 'G000270185', 'G000286895', 'G000308855', 'G000341795', 'G000381065', 'G000381885', 'G000420845', 'G000421825', 'G000447795', 'G000468535', 'G000482325', 'G000485775', 'G000496855', 'G000499785', 'G000521465', 'G000527155', 'G000620085', 'G000620485', 'G000711975', 'G000717135', 'G000745845', 'G000751675', 'G000787795', 'G000974445', 'G001262605', 'G001267925', 'G001428065', 'G001434745', 'G001467505', 'G001468885', 'G001562115', 'G001562125', 'G001562155', 'G001604445', 'G001613505', 'G001652565', 'G001652585', 'G001704385', 'G001771345', 'G001772335', 'G900101835', 'G900106765']",0.295981,0.295981,0.295981
G900103115,['G900109215'],0.008307799999999999,0.154148051,0.243761
G900103125,['G900155965'],0.13097899999999998,0.22494219999999998,0.2369355
G900103135,['G000756735'],0.263022,0.2926851,0.295981
G900103145,['G000619905'],0.08294889999999999,0.24776378999999998,0.263022
G900103215,"['G000973105', 'G900141855']",0.263022,0.2893892,0.295981
G900103285,"['G000146675', 'G000154525', 'G000190575', 'G001572725', 'G900100765']",0.263022,0.27950149999999996,0.27950149999999996
G900103315,['G000424605'],0.010440999999999999,0.20754597,0.263022
G900103375,['G000219605'],0.11990899999999999,0.16886089999999998,0.170926
G900103425,['G000438335'],0.219531,0.2501644,0.263022
G900103505,['G000217715'],0.21089699999999997,0.2260729,0.23010999999999998
G900103515,['G900112985'],0.011847100000000001,0.18770449,0.219531
G900103545,"['G001006065', 'G900101435']",0.263022,0.2893892,0.295981
G900103665,['G900129215'],0.13538,0.2003006,0.215214
G900103825,['G000422905'],0.151946,0.24137,0.263022
G900103835,['G000431535'],0.263022,0.2926851,0.295981
G900103915,['G900110685'],0.23010999999999998,0.2578047,0.263022
G900104045,"['G001562295', 'G001562315']",0.263022,0.2893892,0.295981
G900104055,['G000284095'],0.0994698,0.20536538,0.21156750000000002
G900104145,['G001310815'],0.18226900000000001,0.2703919,0.295981
G900104155,['G000420905'],0.03369369999999999,0.13388799999999998,0.163177
G900104295,['G900100635'],0.0162193,0.19588033,0.219531
G900104335,"['G000209815', 'G900141825']",0.159146,0.1871363,0.17104799999999998
G900104345,['G000202635'],0.133864,0.16823939999999998,0.17440799999999998
G900104395,['G000691645'],0.00354859,0.039884879,0.0182314
G900104445,"['G000025885', 'G000341395', 'G000526395', 'G001828415', 'G001828545', 'G900130015', 'G900143695']",0.263022,0.2729097,0.263022
G900104455,"['G000016985', 'G000155875', 'G000245815', 'G000317975', 'G000328765', 'G000380085', 'G000403495', 'G000404445', 'G000469445', 'G000492175', 'G000620985', 'G000701665', 'G000702945', 'G000706685', 'G000724485', 'G000744375', 'G000758905', 'G000972575', 'G001305135', 'G001562415', 'G001578205', 'G001586195']",0.263022,0.263022,0.263022
G900104485,['G001720135'],0.21089699999999997,0.2253222,0.22482049999999998
G900104505,"['G000374445', 'G000482865', 'G000564855']",0.178173,0.19321,0.20044800000000002
G900104605,['G000786575'],0.000631368,0.23293073679999998,0.263022
G900104615,['G000154565'],0.203604,0.228381,0.23010999999999998
G900104665,"['G000174195', 'G001404335', 'G001481375', 'G900104675']",0.21089699999999997,0.21925109999999998,0.219531
G900104675,"['G000169255', 'G000225345']",0.18226900000000001,0.190572,0.18924599999999997
G900104755,['G001440475'],0.147707,0.1712824,0.1749785
G900105035,['G000060345'],0.170926,0.2362581,0.2533915
G900105065,['G000426525'],0.203604,0.2232278,0.22482049999999998
G900105105,['G900105545'],0.0208822,0.17175255,0.2205975
G900105545,['G900105105'],0.0208822,0.16845034,0.2057245
G900105625,['G900102185'],0.219531,0.2751571,0.295981
G900105645,['G000307105'],0.025729200000000004,0.24532821999999999,0.263022
G900105765,['G000421225'],0.219531,0.22905209999999998,0.23010999999999998
G900105865,['G000092365'],0.243761,0.28746309999999997,0.295981
G900105875,['G001455205'],0.0006561539999999999,0.19974917539999998,0.263022
G900105895,['G001437015'],0.00011949600000000001,0.1251618726,0.1762905
G900106055,['G001457875'],0.0110007,0.23263343,0.295981
G900106545,['G001007935'],0.026648400000000003,0.17969594,0.1920265
G900106575,['G000411115'],0.000239895,0.1693354795,0.18929249999999997
G900106595,['G000420725'],0.0807479,0.27116179,0.295981
G900106615,['G000424105'],0.219531,0.25289459999999997,0.263022
G900106745,"['G000374825', 'G000686825', 'G001277855', 'G900116035']",0.263022,0.2827974,0.295981
G900106765,['G001485475'],0.203604,0.2259035,0.219531
G900106775,"['G000143165', 'G000196135', 'G000210615', 'G000213595', 'G000269865', 'G000271665', 'G000332335', 'G000344275', 'G000364165', 'G000376385', 'G000423525', 'G000434715', 'G000469305', 'G000473205', 'G000495575', 'G000508325', 'G000511405', 'G000517385', 'G000521465', 'G000612805', 'G000708265', 'G000724545', 'G000733725', 'G000747345', 'G000770635', 'G000830175', 'G000961955', 'G000972495', 'G001038625', 'G001190015', 'G001420695', 'G001544555', 'G001583435', 'G001586195', 'G001643555', 'G001712755', 'G001776685', 'G001794105', 'G001795615', 'G001796805', 'G001803615', 'G001803685', 'G001806055', 'G001889005', 'G001897475', 'G001914935', 'G001940705', 'G900101375', 'G900109985', 'G900110145', 'G900111865', 'G900112535', 'G900113415', 'G900114655', 'G900115735', 'G900156415', 'G900156615']",0.295981,0.295981,0.295981
G900106785,['G000434455'],0.0281347,0.19442597,0.219531
G900106855,['G000420065'],0.126974,0.1795263,0.1920265
G900106905,['G001888095'],0.07095139999999998,0.17647855,0.1620415
G900106945,['G000830985'],0.203604,0.23652299999999998,0.243761
G900106955,['G000055785'],0.23010999999999998,0.2630267,0.263022
G900106985,['G000515315'],0.0549966,0.25869896,0.27950149999999996
G900107025,['G000382265'],0.203604,0.2213065,0.219531
G900107035,['G000294675'],0.0097316,0.23845223999999998,0.295981
G900107065,['G900110895'],0.0148187,0.22063307,0.243761
G900107075,['G000025305'],0.011264299999999998,0.20193292999999998,0.263022
G900107125,"['G000014585', 'G000152245', 'G000156055', 'G000157955', 'G000162015', 'G000185505', 'G000236865', 'G000247525', 'G000296815', 'G000305935', 'G000317575', 'G000389635', 'G000436675', 'G000526495', 'G000752035', 'G000771785', 'G000771955', 'G000820705', 'G000829905', 'G000981035', 'G001276715', 'G001317355', 'G001411945', 'G001484065', 'G001512695', 'G001513365', 'G001587505', 'G001603985', 'G001655245', 'G001800835', 'G001800865', 'G001803205', 'G001871535', 'G900100685', 'G900103915', 'G900108895']",0.295981,0.295981,0.295981
G900107185,['G000621765'],0.156619,0.26557,0.27950149999999996
G900107215,['G000160455'],0.026226599999999996,0.23393986,0.27950149999999996
G900107235,['G000521865'],0.18226900000000001,0.1983896,0.20044800000000002
G900107265,['G900114745'],0.129604,0.2040476,0.1637725
G900107275,"['G000007465', 'G000012805', 'G000143085', 'G000158615', 'G000162755', 'G000171235', 'G000177235', 'G000184435', 'G000220505', 'G000228725', 'G000228805', 'G000229145', 'G000229225', 'G000229705', 'G000230225', 'G000260635', 'G000269565', 'G000269865', 'G000279145', 'G000305495', 'G000308595', 'G000308655', 'G000347835', 'G000377705', 'G000385215', 'G000420445', 'G000422085', 'G000422645', 'G000424665', 'G000428045', 'G000430745', 'G000432755', 'G000433215', 'G000437175', 'G000465555', 'G000471965', 'G000478985', 'G000497445', 'G000504165', 'G000510645', 'G000520775', 'G000527155', 'G000621005', 'G000648515', 'G000686825', 'G000703005', 'G000718025', 'G000739515', 'G000740655', 'G000744755', 'G000750005', 'G000772955', 'G000816085', 'G000829435', 'G000833575', 'G000968195', 'G000969925', 'G000983115', 'G001001705', 'G001001845', 'G001007875', 'G001020955', 'G001029285', 'G001274915', 'G001292585', 'G001402855', 'G001420595', 'G001434395', 'G001437405', 'G001438655', 'G001509335', 'G001513245', 'G001578185', 'G001587475', 'G001677435', 'G001721685', 'G002019695', 'G002019735', 'G002020805', 'G900107545', 'G900107875', 'G900109685', 'G900109715', 'G900111295', 'G900114545', 'G900116035', 'G900129085', 'G900143165', 'G900155965']",0.295981,0.295981,0.295981
G900107305,['G900119485'],0.07707080000000001,0.26420228,0.295981
G900107335,['G900100485'],0.0240597,0.20431797,0.1920265
G900107355,"['G000014045', 'G000154785', 'G001049735', 'G001458215']",0.243761,0.2553176,0.263022
G900107405,['G000438435'],0.263022,0.2926851,0.295981
G900107465,['G000381545'],4.769060000000001e-05,0.23680632365999998,0.295981
G900107505,['G900112935'],0.0994698,0.22218438,0.295981
G900107535,['G000832545'],0.219531,0.24246,0.243761
G900107545,['G900141825'],0.149777,0.1923376,0.178173
G900107575,['G000403475'],0.263022,0.2926851,0.295981
G900107585,['G001969385'],0.219531,0.2304172,0.23010999999999998
G900107615,['G900111915'],0.0387085,0.19027275,0.2084115
G900107645,['G000711225'],0.243761,0.290759,0.295981
G900107695,['G000621325'],0.203604,0.2867433,0.295981
G900107705,['G900115435'],0.203604,0.2327349,0.23010999999999998
G900107765,['G900111495'],0.263022,0.2926851,0.295981
G900107785,['G900095135'],0.0286795,0.18871847,0.243761
G900107835,['G000701645'],0.0251607,0.20457823,0.2533915
G900107845,['G000296695'],0.243761,0.2610959,0.263022
G900107875,['G900143165'],0.013452500000000001,0.2039508,0.263022
G900107885,"['G000147055', 'G000517425', 'G001572725']",0.21089699999999997,0.2201145,0.219531
G900108055,['G001968835'],0.243761,0.2742795,0.263022
G900108455,['G001047115'],4.769060000000001e-05,0.20077676906,0.219531
G900108485,['G001513785'],0.07335449999999999,0.21627144999999998,0.23164600000000002
G900108495,['G900111255'],0.00698112,0.203208412,0.22482049999999998
G900108575,"['G000472865', 'G001908185']",0.18676099999999998,0.19533599999999998,0.197292
G900108895,['G900100685'],2.3827399999999998e-05,0.09851532274,0.09178975
G900108915,"['G000422425', 'G000585235']",0.263022,0.2893892,0.295981
G900108995,['G000702165'],0.012446700000000002,0.17233577,0.2369355
G900109035,"['G000011965', 'G000161775']",0.178173,0.191544,0.197292
G900109065,['G000022205'],0.147707,0.2096039,0.219531
G900109115,['G000204155'],0.13097899999999998,0.18421759999999998,0.1762905
G900109135,['G900113645'],0.11990899999999999,0.2188782,0.24656599999999998
G900109215,['G900103115'],0.008307799999999999,0.15420994999999998,0.243761
G900109365,"['G000420705', 'G000614585', 'G001596135', 'G001915415']",0.263022,0.2827974,0.295981
G900109425,['G001418715'],0.000215742,0.16158307419999998,0.182467
G900109475,['G000424485'],0.0203459,0.12145045,0.151488
G900109555,"['G000161835', 'G000299875', 'G000420745', 'G000423645', 'G000967725', 'G001202035', 'G001884735', 'G001890925']",0.263022,0.26961379999999996,0.263022
G900109575,['G000192845'],0.23010999999999998,0.28609799999999996,0.295981
G900109585,['G000744185'],0.156619,0.2446773,0.2533915
G900109685,['G900142605'],0.23010999999999998,0.2775801,0.295981
G900109715,['G900115355'],0.0359759,0.15810792,0.16617500000000002
G900109785,['G000355765'],0.197292,0.2545323,0.263022
G900109895,['G900100945'],0.263022,0.2926851,0.295981
G900109985,['G900114655'],0.000167546,0.22830764409999998,0.295981
G900110015,['G000725365'],0.0161637,0.26140747,0.295981
G900110045,"['G000013645', 'G000020605', 'G000145255', 'G000210095', 'G000245775', 'G000379465', 'G000381065', 'G000455265', 'G000512355', 'G000775575', 'G001270065', 'G001648575', 'G001678845', 'G001693775', 'G900142165', 'G900142265']",0.263022,0.263022,0.263022
G900110085,['G000746155'],0.203604,0.225958,0.22482049999999998
G900110145,['G900111605'],0.06236749999999999,0.26411125,0.295981
G900110165,"['G000017685', 'G000023145', 'G000024325', 'G000055785', 'G000144625', 'G000152865', 'G000153925', 'G000165485', 'G000178255', 'G000242935', 'G000311785', 'G000337675', 'G000373385', 'G000374565', 'G000379225', 'G000407605', 'G000428565', 'G000430625', 'G000430685', 'G000432115', 'G000432975', 'G000434475', 'G000615765', 'G000620565', 'G000622345', 'G000715505', 'G000752395', 'G000753855', 'G000763315', 'G000775575', 'G000820505', 'G000827595', 'G000931935', 'G001051235', 'G001187615', 'G001375555', 'G001438655', 'G001464165', 'G001486165', 'G001508335', 'G001508575', 'G001513385', 'G001514495', 'G001606065', 'G001646665', 'G001687565', 'G001767605', 'G001767755', 'G001768435', 'G001768645', 'G001769775', 'G001784455', 'G001800815', 'G001804315', 'G001870905', 'G001884825', 'G001913845', 'G900099655', 'G900102855', 'G900109035', 'G900142475', 'G900143155']",0.295981,0.295981,0.295981
G900110215,"['G000230735', 'G000337455']",0.203604,0.2146188,0.219531
G900110245,['G000246855'],0.138572,0.2684263,0.295981
G900110305,['G000696615'],0.0122604,0.11965825,0.16048400000000002
G900110315,['G000756615'],0.0730018,0.21929876999999998,0.2533915
G900110415,"['G900101875', 'G900103125']",0.197292,0.23902879999999999,0.243761
G900110425,"['G000170875', 'G900109035']",0.203604,0.2167346,0.219531
G900110485,"['G000013605', 'G000018405', 'G000165735', 'G000178455', 'G000223155', 'G000246945', 'G000253395', 'G000276965', 'G000286635', 'G000328685', 'G000372165', 'G000376665', 'G000384075', 'G000420045', 'G000420205', 'G000420245', 'G000429945', 'G000482605', 'G000688095', 'G000702585', 'G000775615', 'G000784965', 'G000813185', 'G000813665', 'G000829555', 'G000832905', 'G000855665', 'G000974425', 'G000994225', 'G000994385', 'G000994395', 'G001021935', 'G001262075', 'G001293525', 'G001311905', 'G001401795', 'G001413955', 'G001425575', 'G001435585', 'G001442625', 'G001513045', 'G001513245', 'G001514435', 'G001591605', 'G001677435', 'G001748385', 'G001773465', 'G001775155', 'G001796065', 'G001796095', 'G001796105', 'G001796175', 'G001796185', 'G001796275', 'G001796315', 'G001796605', 'G900101645', 'G900128875']",0.295981,0.295981,0.295981
G900110565,['G001643775'],0.00014350299999999998,0.2290297503,0.2533915
G900110585,"['G000014785', 'G000806415']",0.243761,0.2591698,0.263022
G900110635,['G000687975'],0.138572,0.2533166,0.263022
G900110645,['G001625015'],0.23010999999999998,0.28609799999999996,0.295981
G900110675,['G000221565'],0.23010999999999998,0.2578047,0.263022
G900110685,"['G000374565', 'G000752395', 'G000812025', 'G900103915']",0.23010999999999998,0.251227,0.2533915
G900110775,['G000152845'],0.161822,0.202276,0.2072505
G900110815,['G001265075'],0.219531,0.2567468,0.263022
G900110835,['G900142605'],0.21089699999999997,0.2704368,0.27950149999999996
G900110895,['G900107065'],0.0148187,0.22704257,0.263022
G900110905,['G000007745'],0.011756399999999998,0.20998604,0.243761
G900110915,"['G000153465', 'G001475935']",0.219531,0.22799419999999998,0.23010999999999998
G900110995,['G900112615'],0.178173,0.2619424,0.263022
G900111025,['G000764775'],0.19173099999999998,0.22167879999999998,0.22482049999999998
G900111035,['G900113965'],0.118834,0.2591081,0.295981
G900111055,['G001455205'],0.0158882,0.20443254,0.263022
G900111065,['G000833025'],9.55247e-05,0.039030072469999996,0.04325505
G900111095,['G000381785'],0.197292,0.2828162,0.295981
G900111105,['G001602605'],0.100846,0.22592089999999998,0.2533915
G900111115,['G000022305'],0.197292,0.2151059,0.21089699999999997
G900111145,['G001592965'],0.19173099999999998,0.2628013,0.263022
G900111165,['G900111605'],0.178173,0.24547239999999998,0.263022
G900111195,"['G000504145', 'G000621445', 'G000712595', 'G000773015', 'G001298135', 'G001458115']",0.263022,0.2762056,0.263022
G900111255,['G900108495'],0.00698112,0.20457351199999999,0.22482049999999998
G900111285,"['G000283495', 'G000403375', 'G000512895', 'G000756715', 'G000821085', 'G000986785', 'G001643245', 'G001803705', 'G900142805']",0.263022,0.2663179,0.263022
G900111295,"['G000005825', 'G001305575']",0.263022,0.2893892,0.295981
G900111355,['G000317975'],0.23010999999999998,0.2597308,0.263022
G900111395,"['G000007365', 'G000012325', 'G000012665', 'G000013185', 'G000016065', 'G000017245', 'G000017585', 'G000025125', 'G000154065', 'G000157935', 'G000166395', 'G000192225', 'G000195275', 'G000221945', 'G000225445', 'G000225465', 'G000299095', 'G000319385', 'G000325665', 'G000331305', 'G000340865', 'G000340905', 'G000348525', 'G000378725', 'G000384135', 'G000384195', 'G000402755', 'G000423785', 'G000423865', 'G000425905', 'G000428865', 'G000435775', 'G000437655', 'G000437715', 'G000442905', 'G000466585', 'G000526715', 'G000621565', 'G000621725', 'G000686665', 'G000706645', 'G000730385', 'G000737945', 'G000745975', 'G000754265', 'G000807275', 'G000827695', 'G000969305', 'G000973545', 'G000973625', 'G000973725', 'G000991205', 'G001026985', 'G001074355', 'G001421015', 'G001424145', 'G001432245', 'G001435695', 'G001586165', 'G001690255', 'G001690495', 'G001690515', 'G001690525', 'G001721645', 'G001773425', 'G001776735', 'G001777455', 'G001779745', 'G001794865', 'G001794895', 'G001796235', 'G001796255', 'G001796285', 'G001854555', 'G001854605', 'G001871125', 'G001897295', 'G001899425', 'G001899605', 'G001916345', 'G002007305', 'G002007375', 'G900103915', 'G900104045', 'G900112475', 'G900115215', 'G900141825', 'G900142165']",0.295981,0.295981,0.295981
G900111405,['G000284515'],0.23010999999999998,0.25587859999999996,0.263022
G900111425,['G000626635'],0.000191626,0.24444116259999998,0.295981
G900111495,"['G000799195', 'G900129245']",0.149777,0.177568,0.18676099999999998
G900111525,['G000688375'],0.21089699999999997,0.2353214,0.243761
G900111575,"['G000746025', 'G001562415']",0.263022,0.2893892,0.295981
